ID,INV,DATE,CATALOG,PCODE,QTY,CUSTNUM,ORIGEN
2922,132560,2000-10-28,SOFTWARE,SW8241,1,"Jones, Mr. Nathan",CATALOG
2923,155595,2001-02-27,SPORTS,SP2300,1,"Jones, Mr. Nathan",CATALOG
2924,113324,1997-04-09,SPORTS,SP3200,1,"Wilkins, Mr. Bob",CATALOG
2925,114721,1997-04-17,GARDENING,GD3200,2,"Wilkins, Mr. Bob",CATALOG
2926,154864,1997-11-16,SPORTS,SP1400,3,"Wilkins, Mr. Bob",CATALOG
2927,189098,1998-05-13,PETS,PT1200,1,"Wilkins, Mr. Bob",CATALOG
2928,189098,1998-05-13,PETS,PT4200,2,"Wilkins, Mr. Bob",CATALOG
2929,201024,1998-07-03,SPORTS,SP1400,1,"Wilkins, Mr. Bob",CATALOG
2930,221498,1998-09-28,GARDENING,GD1200,1,"Wilkins, Mr. Bob",CATALOG
2931,221498,1998-09-28,GARDENING,GD2200,1,"Wilkins, Mr. Bob",CATALOG
2932,221498,1998-09-28,GARDENING,GD3000,1,"Wilkins, Mr. Bob",CATALOG
2933,234881,1998-11-24,SPORTS,SP3300,1,"Wilkins, Mr. Bob",CATALOG
2934,113324,2000-07-17,SPORTS,SP3200,1,"Wilkins, Mr. Bob",CATALOG
2935,114721,2000-07-25,GARDENING,GD3200,2,"Wilkins, Mr. Bob",CATALOG
2936,154864,2001-02-23,SPORTS,SP1400,3,"Wilkins, Mr. Bob",CATALOG
2937,106886,1997-03-01,GARDENING,GD2200,1,"Smith-Jones, Ms. Jan",CATALOG
2938,106886,1997-03-01,GARDENING,GD4100,2,"Smith-Jones, Ms. Jan",CATALOG
2939,106886,1997-03-01,GARDENING,GD4300,1,"Smith-Jones, Ms. Jan",CATALOG
2940,123093,1997-06-01,SPORTS,SP2200,1,"Smith-Jones, Ms. Jan",CATALOG
2941,136622,1997-08-11,PETS,PT1400,1,"Smith-Jones, Ms. Jan",CATALOG
2942,150149,1997-10-22,PETS,PT4100,1,"Smith-Jones, Ms. Jan",CATALOG
2943,155225,1997-11-18,PETS,PT3200,2,"Smith-Jones, Ms. Jan",CATALOG
2944,155225,1997-11-18,PETS,PT3400,4,"Smith-Jones, Ms. Jan",CATALOG
2945,158669,1997-12-06,TOYS,TY2300,1,"Smith-Jones, Ms. Jan",CATALOG
2946,177705,1998-03-22,GARDENING,GD2400,1,"Smith-Jones, Ms. Jan",CATALOG
2947,177705,1998-03-22,GARDENING,GD3400,1,"Smith-Jones, Ms. Jan",CATALOG
2948,177705,1998-03-22,GARDENING,GD4000,3,"Smith-Jones, Ms. Jan",CATALOG
2949,177705,1998-03-22,GARDENING,GD4000,1,"Smith-Jones, Ms. Jan",CATALOG
2950,181762,1998-04-10,GARDENING,GD3000,1,"Smith-Jones, Ms. Jan",CATALOG
2951,182436,1998-04-13,GARDENING,GD1200,1,"Smith-Jones, Ms. Jan",CATALOG
2952,190976,1998-05-21,PETS,PT4100,3,"Smith-Jones, Ms. Jan",CATALOG
2953,201996,1998-07-07,GARDENING,GD1200,1,"Smith-Jones, Ms. Jan",CATALOG
2954,201996,1998-07-07,GARDENING,GD2300,1,"Smith-Jones, Ms. Jan",CATALOG
2956,201996,1998-07-07,GARDENING,GD4300,4,"Smith-Jones, Ms. Jan",CATALOG
2957,212280,1998-08-20,PETS,PT2300,1,"Smith-Jones, Ms. Jan",CATALOG
2958,106886,2000-06-08,GARDENING,GD2200,1,"Smith-Jones, Ms. Jan",CATALOG
2959,106886,2000-06-08,GARDENING,GD4100,2,"Smith-Jones, Ms. Jan",CATALOG
2960,106886,2000-06-08,GARDENING,GD4300,1,"Smith-Jones, Ms. Jan",CATALOG
2961,123093,2000-09-08,SPORTS,SP2200,1,"Smith-Jones, Ms. Jan",CATALOG
2962,136622,2000-11-18,PETS,PT1400,1,"Smith-Jones, Ms. Jan",CATALOG
2963,150149,2001-01-29,PETS,PT4100,1,"Smith-Jones, Ms. Jan",CATALOG
2964,155225,2001-02-25,PETS,PT3200,2,"Smith-Jones, Ms. Jan",CATALOG
2965,155225,2001-02-25,PETS,PT3400,4,"Smith-Jones, Ms. Jan",CATALOG
2966,158669,2001-03-15,TOYS,TY2300,1,"Smith-Jones, Ms. Jan",CATALOG
2967,110109,1997-03-21,GARDENING,GD3100,3,"Houghton, Ms. Louise",CATALOG
2968,137537,1997-08-16,SPORTS,SP2500,3,"Houghton, Ms. Louise",CATALOG
2969,151693,1997-10-30,SOFTWARE,SW4792,4,"Houghton, Ms. Louise",CATALOG
2970,159215,1997-12-09,SPORTS,SP1200,1,"Houghton, Ms. Louise",CATALOG
2971,159215,1997-12-09,SPORTS,SP1400,1,"Houghton, Ms. Louise",CATALOG
2972,159215,1997-12-09,SPORTS,SP1500,1,"Houghton, Ms. Louise",CATALOG
2973,159215,1997-12-09,SPORTS,SP2000,1,"Houghton, Ms. Louise",CATALOG
2974,177933,1998-03-23,SPORTS,SP1500,1,"Houghton, Ms. Louise",CATALOG
2975,213005,1998-08-23,TOYS,TY1750,1,"Houghton, Ms. Louise",CATALOG
2976,213005,1998-08-23,TOYS,TY1850,3,"Houghton, Ms. Louise",CATALOG
2977,213005,1998-08-23,TOYS,TY2700,1,"Houghton, Ms. Louise",CATALOG
2978,217265,1998-09-10,TOYS,TY1100,1,"Houghton, Ms. Louise",CATALOG
2979,217265,1998-09-10,TOYS,TY1500,4,"Houghton, Ms. Louise",CATALOG
2980,217265,1998-09-10,TOYS,TY3400,1,"Houghton, Ms. Louise",CATALOG
2981,217265,1998-09-10,TOYS,TY5400,1,"Houghton, Ms. Louise",CATALOG
2982,226222,1998-10-18,SOFTWARE,SW2782,1,"Houghton, Ms. Louise",CATALOG
2983,236999,1998-12-03,PETS,PT1400,1,"Houghton, Ms. Louise",CATALOG
2984,236999,1998-12-03,PETS,PT2000,3,"Houghton, Ms. Louise",CATALOG
2985,236999,1998-12-03,PETS,PT2200,1,"Houghton, Ms. Louise",CATALOG
2986,238899,1998-12-11,TOYS,TY4100,1,"Houghton, Ms. Louise",CATALOG
2987,110109,2000-06-28,GARDENING,GD3100,3,"Houghton, Ms. Louise",CATALOG
2988,137537,2000-11-23,SPORTS,SP2500,3,"Houghton, Ms. Louise",CATALOG
2989,151693,2001-02-06,SOFTWARE,SW4792,4,"Houghton, Ms. Louise",CATALOG
2990,159215,2001-03-18,SPORTS,SP1200,1,"Houghton, Ms. Louise",CATALOG
2991,159215,2001-03-18,SPORTS,SP1400,1,"Houghton, Ms. Louise",CATALOG
2992,159215,2001-03-18,SPORTS,SP1500,1,"Houghton, Ms. Louise",CATALOG
2993,159215,2001-03-18,SPORTS,SP2000,1,"Houghton, Ms. Louise",CATALOG
2994,103305,1997-02-05,PETS,PT4500,1,"Garner, Mr. Chris",CATALOG
2995,110451,1997-03-23,GARDENING,GD4000,1,"Garner, Mr. Chris",CATALOG
2996,121407,1997-05-23,SOFTWARE,SW4575,1,"Garner, Mr. Chris",CATALOG
2997,125551,1997-06-14,COLLECTIBLES,CC4300,3,"Garner, Mr. Chris",CATALOG
2998,219637,1998-09-20,TOYS,TY2100,1,"Garner, Mr. Chris",CATALOG
2999,222464,1998-10-02,PETS,PT4300,1,"Garner, Mr. Chris",CATALOG
3000,235339,1998-11-26,SOFTWARE,SW3049,1,"Garner, Mr. Chris",CATALOG
3001,103305,2000-05-15,PETS,PT4500,1,"Garner, Mr. Chris",CATALOG
3002,110451,2000-06-30,GARDENING,GD4000,1,"Garner, Mr. Chris",CATALOG
3003,121407,2000-08-30,SOFTWARE,SW4575,1,"Garner, Mr. Chris",CATALOG
3004,125551,2000-09-21,COLLECTIBLES,CC4300,3,"Garner, Mr. Chris",CATALOG
3415,167813,2001-05-08,SOFTWARE,SW4792,2,"Gilley, Ms. Sue",CATALOG
4008,189914,1998-05-17,GARDENING,GD3000,4,"Jones, Ms. Annie",CATALOG
4223,136327,1997-08-10,TOYS,TY3700,1,"Ashford, Mr. John",CATALOG
6009,138083,1997-08-19,SOFTWARE,SW1828,1,"James, Mr. Mike",CATALOG
6010,140014,1997-08-29,SPORTS,SP2000,1,"James, Mr. Mike",CATALOG
6011,142889,1997-09-13,PETS,PT1300,3,"James, Mr. Mike",CATALOG
6012,158673,1997-12-06,TOYS,TY2700,1,"James, Mr. Mike",CATALOG
6013,177710,1998-03-22,PETS,PT1300,1,"James, Mr. Mike",CATALOG
6014,197531,1998-06-18,SPORTS,SP3200,3,"James, Mr. Mike",CATALOG
6015,200337,1998-06-30,SOFTWARE,SW8511,4,"James, Mr. Mike",CATALOG
6016,201513,1998-07-05,SPORTS,SP2600,1,"James, Mr. Mike",CATALOG
6017,201513,1998-07-05,SPORTS,SP3000,4,"James, Mr. Mike",CATALOG
6018,201513,1998-07-05,SPORTS,SP3300,1,"James, Mr. Mike",CATALOG
6019,232091,1998-11-12,COLLECTIBLES,CC3100,2,"James, Mr. Mike",CATALOG
6020,242086,1998-12-25,PETS,PT1200,1,"James, Mr. Mike",CATALOG
6021,138083,2000-11-26,SOFTWARE,SW1828,1,"James, Mr. Mike",CATALOG
6022,140014,2000-12-06,SPORTS,SP2000,1,"James, Mr. Mike",CATALOG
6023,142889,2000-12-21,PETS,PT1300,3,"James, Mr. Mike",CATALOG
6024,158673,2001-03-15,TOYS,TY2700,1,"James, Mr. Mike",CATALOG
6025,104834,1997-02-16,GARDENING,GD4300,1,"Cary, Dr. John D.",CATALOG
6026,117853,1997-05-04,SOFTWARE,SW1526,4,"Cary, Dr. John D.",CATALOG
6027,118016,1997-05-05,TOYS,TY1650,1,"Cary, Dr. John D.",CATALOG
6028,118016,1997-05-05,TOYS,TY2100,1,"Cary, Dr. John D.",CATALOG
6029,118016,1997-05-05,TOYS,TY4700,1,"Cary, Dr. John D.",CATALOG
6030,118016,1997-05-05,TOYS,TY5300,1,"Cary, Dr. John D.",CATALOG
6031,123821,1997-06-05,PETS,PT4100,4,"Cary, Dr. John D.",CATALOG
6032,140784,1997-09-02,PETS,PT2400,3,"Cary, Dr. John D.",CATALOG
6033,154869,1997-11-16,SPORTS,SP1300,4,"Cary, Dr. John D.",CATALOG
6034,163805,1998-01-03,SOFTWARE,SW4792,1,"Cary, Dr. John D.",CATALOG
6035,173703,1998-03-02,GARDENING,GD4200,2,"Cary, Dr. John D.",CATALOG
6036,202679,1998-07-10,GARDENING,GD1300,4,"Cary, Dr. John D.",CATALOG
6037,203592,1998-07-14,SPORTS,SP2000,1,"Cary, Dr. John D.",CATALOG
6038,207987,1998-08-02,SOFTWARE,SW7271,1,"Cary, Dr. John D.",CATALOG
6039,104834,2000-05-26,GARDENING,GD4300,1,"Cary, Dr. John D.",CATALOG
6040,117853,2000-08-11,SOFTWARE,SW1526,4,"Cary, Dr. John D.",CATALOG
6041,118016,2000-08-12,TOYS,TY1650,1,"Cary, Dr. John D.",CATALOG
6042,118016,2000-08-12,TOYS,TY2100,1,"Cary, Dr. John D.",CATALOG
6043,118016,2000-08-12,TOYS,TY4700,1,"Cary, Dr. John D.",CATALOG
6044,118016,2000-08-12,TOYS,TY5300,1,"Cary, Dr. John D.",CATALOG
6045,123821,2000-09-12,PETS,PT4100,4,"Cary, Dr. John D.",CATALOG
6046,140784,2000-12-10,PETS,PT2400,3,"Cary, Dr. John D.",CATALOG
6047,154869,2001-02-23,SPORTS,SP1300,4,"Cary, Dr. John D.",CATALOG
6048,163805,2001-04-12,SOFTWARE,SW4792,1,"Cary, Dr. John D.",CATALOG
6049,114064,1997-04-13,SPORTS,SP2600,3,"Dill, Mr. J. D.",CATALOG
6050,122341,1997-05-28,SOFTWARE,SW3909,1,"Dill, Mr. J. D.",CATALOG
6051,122341,1997-05-28,SOFTWARE,SW4155,2,"Dill, Mr. J. D.",CATALOG
6052,122341,1997-05-28,SOFTWARE,SW4550,1,"Dill, Mr. J. D.",CATALOG
6053,122341,1997-05-28,SOFTWARE,SW7585,4,"Dill, Mr. J. D.",CATALOG
6054,123278,1997-06-02,TOYS,TY4200,1,"Dill, Mr. J. D.",CATALOG
6055,143864,1997-09-18,TOYS,TY3700,1,"Dill, Mr. J. D.",CATALOG
6056,143864,1997-09-18,TOYS,TY4300,3,"Dill, Mr. J. D.",CATALOG
6057,143864,1997-09-18,TOYS,TY4700,2,"Dill, Mr. J. D.",CATALOG
6058,163003,1997-12-29,PETS,PT1000,1,"Dill, Mr. J. D.",CATALOG
6059,165302,1998-01-13,SPORTS,SP2300,1,"Dill, Mr. J. D.",CATALOG
6060,172982,1998-02-26,GARDENING,GD1300,4,"Dill, Mr. J. D.",CATALOG
6061,217487,1998-09-11,PETS,PT3500,1,"Dill, Mr. J. D.",CATALOG
6062,114064,2000-07-21,SPORTS,SP2600,3,"Dill, Mr. J. D.",CATALOG
6063,122341,2000-09-04,SOFTWARE,SW3909,1,"Dill, Mr. J. D.",CATALOG
6064,122341,2000-09-04,SOFTWARE,SW4155,2,"Dill, Mr. J. D.",CATALOG
6065,122341,2000-09-04,SOFTWARE,SW4550,1,"Dill, Mr. J. D.",CATALOG
6066,122341,2000-09-04,SOFTWARE,SW7585,4,"Dill, Mr. J. D.",CATALOG
6067,123278,2000-09-09,TOYS,TY4200,1,"Dill, Mr. J. D.",CATALOG
6068,143864,2000-12-26,TOYS,TY3700,1,"Dill, Mr. J. D.",CATALOG
6069,143864,2000-12-26,TOYS,TY4300,3,"Dill, Mr. J. D.",CATALOG
6070,143864,2000-12-26,TOYS,TY4700,2,"Dill, Mr. J. D.",CATALOG
6071,163003,2001-04-07,PETS,PT1000,1,"Dill, Mr. J. D.",CATALOG
6072,165302,2001-04-22,SPORTS,SP2300,1,"Dill, Mr. J. D.",CATALOG
6073,98849,1997-01-02,SPORTS,SP2400,2,"Murphy, Ms. Wendy",CATALOG
6074,104559,1997-02-14,PETS,PT2200,3,"Murphy, Ms. Wendy",CATALOG
6075,112422,1997-04-04,TOYS,TY5400,4,"Murphy, Ms. Wendy",CATALOG
6076,126650,1997-06-20,SPORTS,SP1000,1,"Murphy, Ms. Wendy",CATALOG
6077,126650,1997-06-20,SPORTS,SP1500,1,"Murphy, Ms. Wendy",CATALOG
6078,126650,1997-06-20,SPORTS,SP2300,1,"Murphy, Ms. Wendy",CATALOG
6079,126650,1997-06-20,SPORTS,SP2700,4,"Murphy, Ms. Wendy",CATALOG
6080,139821,1997-08-28,SPORTS,SP3300,1,"Murphy, Ms. Wendy",CATALOG
6081,152981,1997-11-06,TOYS,TY1750,1,"Murphy, Ms. Wendy",CATALOG
6082,166124,1998-01-18,SPORTS,SP3300,1,"Murphy, Ms. Wendy",CATALOG
6083,197287,1998-06-17,SPORTS,SP3100,1,"Murphy, Ms. Wendy",CATALOG
6084,200080,1998-06-29,SPORTS,SP1000,3,"Murphy, Ms. Wendy",CATALOG
6085,200080,1998-06-29,SPORTS,SP1300,1,"Murphy, Ms. Wendy",CATALOG
6086,200080,1998-06-29,SPORTS,SP2300,2,"Murphy, Ms. Wendy",CATALOG
6087,200080,1998-06-29,SPORTS,SP3100,3,"Murphy, Ms. Wendy",CATALOG
6088,207990,1998-08-02,TOYS,TY1700,1,"Murphy, Ms. Wendy",CATALOG
6089,214160,1998-08-28,SPORTS,SP2500,1,"Murphy, Ms. Wendy",CATALOG
6090,219147,1998-09-18,PETS,PT1100,1,"Murphy, Ms. Wendy",CATALOG
6091,225078,1998-10-13,TOYS,TY4100,3,"Murphy, Ms. Wendy",CATALOG
6092,98849,2000-04-11,SPORTS,SP2400,2,"Murphy, Ms. Wendy",CATALOG
6093,104559,2000-05-24,PETS,PT2200,3,"Murphy, Ms. Wendy",CATALOG
6094,112422,2000-07-12,TOYS,TY5400,4,"Murphy, Ms. Wendy",CATALOG
6095,126650,2000-09-27,SPORTS,SP1000,1,"Murphy, Ms. Wendy",CATALOG
6096,126650,2000-09-27,SPORTS,SP1500,1,"Murphy, Ms. Wendy",CATALOG
6097,126650,2000-09-27,SPORTS,SP2300,1,"Murphy, Ms. Wendy",CATALOG
6098,126650,2000-09-27,SPORTS,SP2700,4,"Murphy, Ms. Wendy",CATALOG
6099,139821,2000-12-05,SPORTS,SP3300,1,"Murphy, Ms. Wendy",CATALOG
6100,152981,2001-02-13,TOYS,TY1750,1,"Murphy, Ms. Wendy",CATALOG
6101,166124,2001-04-27,SPORTS,SP3300,1,"Murphy, Ms. Wendy",CATALOG
6102,105634,1997-02-21,PETS,PT4400,4,"Jones, Ms. D. Flowers",CATALOG
6103,110610,1997-03-24,SPORTS,SP1600,3,"Jones, Ms. D. Flowers",CATALOG
6104,140788,1997-09-02,GARDENING,GD1600,1,"Jones, Ms. D. Flowers",CATALOG
6105,141550,1997-09-06,GARDENING,GD2100,1,"Jones, Ms. D. Flowers",CATALOG
6106,141550,1997-09-06,GARDENING,GD2300,1,"Jones, Ms. D. Flowers",CATALOG
6107,141550,1997-09-06,GARDENING,GD4000,1,"Jones, Ms. D. Flowers",CATALOG
6108,142291,1997-09-10,PETS,PT2200,1,"Jones, Ms. D. Flowers",CATALOG
6109,146692,1997-10-03,TOYS,TY1800,4,"Jones, Ms. D. Flowers",CATALOG
6110,146692,1997-10-03,TOYS,TY1950,1,"Jones, Ms. D. Flowers",CATALOG
6111,146692,1997-10-03,TOYS,TY4800,3,"Jones, Ms. D. Flowers",CATALOG
6112,154288,1997-11-13,SOFTWARE,SW7013,4,"Jones, Ms. D. Flowers",CATALOG
6113,154288,1997-11-13,SOFTWARE,SW7573,1,"Jones, Ms. D. Flowers",CATALOG
6114,167604,1998-01-27,TOYS,TY2400,1,"Jones, Ms. D. Flowers",CATALOG
6115,181525,1998-04-09,PETS,PT3500,1,"Jones, Ms. D. Flowers",CATALOG
6116,189324,1998-05-14,GARDENING,GD1200,1,"Jones, Ms. D. Flowers",CATALOG
6117,189324,1998-05-14,GARDENING,GD2100,1,"Jones, Ms. D. Flowers",CATALOG
6118,189324,1998-05-14,GARDENING,GD4200,1,"Jones, Ms. D. Flowers",CATALOG
6119,191870,1998-05-25,GARDENING,GD3100,1,"Jones, Ms. D. Flowers",CATALOG
6120,241637,1998-12-23,SPORTS,SP2300,1,"Jones, Ms. D. Flowers",CATALOG
6121,241637,1998-12-23,SPORTS,SP2300,2,"Jones, Ms. D. Flowers",CATALOG
6122,241637,1998-12-23,SPORTS,SP2400,1,"Jones, Ms. D. Flowers",CATALOG
6123,241637,1998-12-23,SPORTS,SP3400,1,"Jones, Ms. D. Flowers",CATALOG
6124,105634,2000-05-31,PETS,PT4400,4,"Jones, Ms. D. Flowers",CATALOG
6125,110610,2000-07-01,SPORTS,SP1600,3,"Jones, Ms. D. Flowers",CATALOG
6126,140788,2000-12-10,GARDENING,GD1600,1,"Jones, Ms. D. Flowers",CATALOG
6127,141550,2000-12-14,GARDENING,GD2100,1,"Jones, Ms. D. Flowers",CATALOG
6128,141550,2000-12-14,GARDENING,GD2300,1,"Jones, Ms. D. Flowers",CATALOG
6129,141550,2000-12-14,GARDENING,GD4000,1,"Jones, Ms. D. Flowers",CATALOG
6130,142291,2000-12-18,PETS,PT2200,1,"Jones, Ms. D. Flowers",CATALOG
6131,146692,2001-01-10,TOYS,TY1800,4,"Jones, Ms. D. Flowers",CATALOG
6132,146692,2001-01-10,TOYS,TY1950,1,"Jones, Ms. D. Flowers",CATALOG
6133,146692,2001-01-10,TOYS,TY4800,3,"Jones, Ms. D. Flowers",CATALOG
6134,154288,2001-02-20,SOFTWARE,SW7013,4,"Jones, Ms. D. Flowers",CATALOG
6135,154288,2001-02-20,SOFTWARE,SW7573,1,"Jones, Ms. D. Flowers",CATALOG
6136,167604,2001-05-06,TOYS,TY2400,1,"Jones, Ms. D. Flowers",CATALOG
6137,104836,1997-02-16,GARDENING,GD3000,1,"Jones, Mr. T. J.",CATALOG
6138,106735,1997-02-28,PETS,PT1000,1,"Jones, Mr. T. J.",CATALOG
6139,106735,1997-02-28,PETS,PT3400,1,"Jones, Mr. T. J.",CATALOG
6140,106735,1997-02-28,PETS,PT4200,1,"Jones, Mr. T. J.",CATALOG
6141,114907,1997-04-18,PETS,PT4100,4,"Jones, Mr. T. J.",CATALOG
6142,123472,1997-06-03,TOYS,TY5300,1,"Jones, Mr. T. J.",CATALOG
6143,133911,1997-07-28,SPORTS,SP2500,3,"Jones, Mr. T. J.",CATALOG
6144,161129,1997-12-19,SPORTS,SP1500,3,"Jones, Mr. T. J.",CATALOG
6145,161129,1997-12-19,SPORTS,SP2400,4,"Jones, Mr. T. J.",CATALOG
6146,161129,1997-12-19,SPORTS,SP2600,1,"Jones, Mr. T. J.",CATALOG
6147,161129,1997-12-19,SPORTS,SP2700,1,"Jones, Mr. T. J.",CATALOG
6148,165152,1998-01-12,GARDENING,GD2400,1,"Jones, Mr. T. J.",CATALOG
6149,176908,1998-03-18,TOYS,TY4400,1,"Jones, Mr. T. J.",CATALOG
6150,186199,1998-04-30,TOYS,TY1100,1,"Jones, Mr. T. J.",CATALOG
6151,209910,1998-08-10,PETS,PT3400,1,"Jones, Mr. T. J.",CATALOG
6152,228112,1998-10-26,SPORTS,SP2700,1,"Jones, Mr. T. J.",CATALOG
6153,104836,2000-05-26,GARDENING,GD3000,1,"Jones, Mr. T. J.",CATALOG
6154,106735,2000-06-07,PETS,PT1000,1,"Jones, Mr. T. J.",CATALOG
6155,106735,2000-06-07,PETS,PT3400,1,"Jones, Mr. T. J.",CATALOG
6156,106735,2000-06-07,PETS,PT4200,1,"Jones, Mr. T. J.",CATALOG
6157,114907,2000-07-26,PETS,PT4100,4,"Jones, Mr. T. J.",CATALOG
6158,123472,2000-09-10,TOYS,TY5300,1,"Jones, Mr. T. J.",CATALOG
6159,133911,2000-11-04,SPORTS,SP2500,3,"Jones, Mr. T. J.",CATALOG
6160,161129,2001-03-28,SPORTS,SP1500,3,"Jones, Mr. T. J.",CATALOG
6161,161129,2001-03-28,SPORTS,SP2400,4,"Jones, Mr. T. J.",CATALOG
6162,161129,2001-03-28,SPORTS,SP2600,1,"Jones, Mr. T. J.",CATALOG
6163,161129,2001-03-28,SPORTS,SP2700,1,"Jones, Mr. T. J.",CATALOG
6164,165152,2001-04-21,GARDENING,GD2400,1,"Jones, Mr. T. J.",CATALOG
6165,108922,1997-03-14,SPORTS,SP1300,1,"Beltz, Ms. Charlene",CATALOG
6166,130530,1997-07-10,SPORTS,SP1500,1,"Beltz, Ms. Charlene",CATALOG
6167,137195,1997-08-14,SPORTS,SP1300,1,"Beltz, Ms. Charlene",CATALOG
6168,161755,1997-12-22,PETS,PT1400,1,"Beltz, Ms. Charlene",CATALOG
6169,163006,1997-12-29,SPORTS,SP3000,2,"Beltz, Ms. Charlene",CATALOG
6170,163006,1997-12-29,SPORTS,SP3000,1,"Beltz, Ms. Charlene",CATALOG
6171,163006,1997-12-29,SPORTS,SP3400,1,"Beltz, Ms. Charlene",CATALOG
6172,163006,1997-12-29,SPORTS,SP3400,3,"Beltz, Ms. Charlene",CATALOG
6173,165452,1998-01-14,SPORTS,SP1200,3,"Beltz, Ms. Charlene",CATALOG
6174,174701,1998-03-07,GARDENING,GD4300,1,"Beltz, Ms. Charlene",CATALOG
6175,175495,1998-03-11,SPORTS,SP1600,1,"Beltz, Ms. Charlene",CATALOG
6176,184889,1998-04-24,PETS,PT3500,1,"Beltz, Ms. Charlene",CATALOG
6177,188877,1998-05-12,TOYS,TY3300,3,"Beltz, Ms. Charlene",CATALOG
6178,190984,1998-05-21,SOFTWARE,SW1991,2,"Beltz, Ms. Charlene",CATALOG
6179,205675,1998-07-23,TOYS,TY2100,3,"Beltz, Ms. Charlene",CATALOG
6180,221979,1998-09-30,PETS,PT1400,1,"Beltz, Ms. Charlene",CATALOG
6181,221979,1998-09-30,PETS,PT4200,4,"Beltz, Ms. Charlene",CATALOG
6182,229534,1998-11-01,SOFTWARE,SW4155,2,"Beltz, Ms. Charlene",CATALOG
6183,108922,2000-06-21,SPORTS,SP1300,1,"Beltz, Ms. Charlene",CATALOG
6184,130530,2000-10-17,SPORTS,SP1500,1,"Beltz, Ms. Charlene",CATALOG
6185,137195,2000-11-21,SPORTS,SP1300,1,"Beltz, Ms. Charlene",CATALOG
6186,161755,2001-03-31,PETS,PT1400,1,"Beltz, Ms. Charlene",CATALOG
6187,163006,2001-04-07,SPORTS,SP3000,2,"Beltz, Ms. Charlene",CATALOG
6188,163006,2001-04-07,SPORTS,SP3000,1,"Beltz, Ms. Charlene",CATALOG
6189,163006,2001-04-07,SPORTS,SP3400,1,"Beltz, Ms. Charlene",CATALOG
6190,163006,2001-04-07,SPORTS,SP3400,3,"Beltz, Ms. Charlene",CATALOG
6191,165452,2001-04-23,SPORTS,SP1200,3,"Beltz, Ms. Charlene",CATALOG
6192,114912,1997-04-18,PETS,PT4200,1,"Brown, Ms. Marie",CATALOG
6193,134543,1997-07-31,SOFTWARE,SW5493,4,"Brown, Ms. Marie",CATALOG
6194,156965,1997-11-27,SPORTS,SP2000,3,"Brown, Ms. Marie",CATALOG
6195,171871,1998-02-20,PETS,PT3300,4,"Brown, Ms. Marie",CATALOG
6196,172610,1998-02-24,GARDENING,GD2100,1,"Brown, Ms. Marie",CATALOG
6197,202197,1998-07-08,SPORTS,SP3300,3,"Brown, Ms. Marie",CATALOG
6198,213715,1998-08-26,TOYS,TY1650,1,"Brown, Ms. Marie",CATALOG
6199,213715,1998-08-26,TOYS,TY3800,1,"Brown, Ms. Marie",CATALOG
6200,213715,1998-08-26,TOYS,TY4400,1,"Brown, Ms. Marie",CATALOG
6201,213715,1998-08-26,TOYS,TY4700,1,"Brown, Ms. Marie",CATALOG
6202,216782,1998-09-08,GARDENING,GD1200,3,"Brown, Ms. Marie",CATALOG
6203,216782,1998-09-08,GARDENING,GD1300,1,"Brown, Ms. Marie",CATALOG
6204,216782,1998-09-08,GARDENING,GD1500,1,"Brown, Ms. Marie",CATALOG
6205,216782,1998-09-08,GARDENING,GD2000,1,"Brown, Ms. Marie",CATALOG
6206,114912,2000-07-26,PETS,PT4200,1,"Brown, Ms. Marie",CATALOG
6207,134543,2000-11-07,SOFTWARE,SW5493,4,"Brown, Ms. Marie",CATALOG
6208,156965,2001-03-06,SPORTS,SP2000,3,"Brown, Ms. Marie",CATALOG
6209,171871,2001-05-30,PETS,PT3300,4,"Brown, Ms. Marie",CATALOG
6210,116173,1997-04-25,SPORTS,SP1400,1,"Jones, Ms. Sue",CATALOG
6211,144457,1997-09-21,TOYS,TY3800,2,"Jones, Ms. Sue",CATALOG
6212,147964,1997-10-10,PETS,PT2200,1,"Jones, Ms. Sue",CATALOG
6213,161136,1997-12-19,PETS,PT4300,1,"Jones, Ms. Sue",CATALOG
6214,169996,1998-02-10,PETS,PT2100,4,"Jones, Ms. Sue",CATALOG
6215,178538,1998-03-26,GARDENING,GD1400,1,"Jones, Ms. Sue",CATALOG
6216,232822,1998-11-15,PETS,PT2200,1,"Jones, Ms. Sue",CATALOG
6217,239569,1998-12-14,TOYS,TY1650,1,"Jones, Ms. Sue",CATALOG
6218,116173,2000-08-02,SPORTS,SP1400,1,"Jones, Ms. Sue",CATALOG
6219,144457,2000-12-29,TOYS,TY3800,2,"Jones, Ms. Sue",CATALOG
6220,147964,2001-01-17,PETS,PT2200,1,"Jones, Ms. Sue",CATALOG
6221,161136,2001-03-28,PETS,PT4300,1,"Jones, Ms. Sue",CATALOG
6222,169996,2001-05-20,PETS,PT2100,4,"Jones, Ms. Sue",CATALOG
6223,105775,1997-02-22,GARDENING,GD1001,1,"Lauder, Mr. Rocky",CATALOG
6224,105775,1997-02-22,GARDENING,GD1300,3,"Lauder, Mr. Rocky",CATALOG
6225,105775,1997-02-22,GARDENING,GD2300,3,"Lauder, Mr. Rocky",CATALOG
6226,105775,1997-02-22,GARDENING,GD3100,4,"Lauder, Mr. Rocky",CATALOG
