ID,INV,PCODE,DATE,CATALOG,QTY,CUSTNUM,ORIGEN
3367,160155,TY3100,2001-03-23,TOYS,3,"Jones, Mr. Tyson",CATALOG
3368,160155,TY4400,2001-03-23,TOYS,1,"Jones, Mr. Tyson",CATALOG
3369,160155,TY5400,2001-03-23,TOYS,1,"Jones, Mr. Tyson",CATALOG
3370,101110,PT2400,1997-01-20,PETS,1,"King, Ms. Kathryn",CATALOG
3371,104532,SP2000,1997-02-14,SPORTS,1,"King, Ms. Kathryn",CATALOG
3372,110436,GD2400,1997-03-23,GARDENING,1,"King, Ms. Kathryn",CATALOG
3373,117238,SP1000,1997-05-01,SPORTS,1,"King, Ms. Kathryn",CATALOG
3374,133329,PT1400,1997-07-25,PETS,2,"King, Ms. Kathryn",CATALOG
3375,133329,PT3500,1997-07-25,PETS,1,"King, Ms. Kathryn",CATALOG
3376,133329,PT4300,1997-07-25,PETS,1,"King, Ms. Kathryn",CATALOG
3377,133329,PT4600,1997-07-25,PETS,1,"King, Ms. Kathryn",CATALOG
3378,133697,PT1300,1997-07-27,PETS,1,"King, Ms. Kathryn",CATALOG
3379,138823,SP2300,1997-08-23,SPORTS,1,"King, Ms. Kathryn",CATALOG
3380,153854,TY2300,1997-11-11,TOYS,1,"King, Ms. Kathryn",CATALOG
3381,177263,TY3800,1998-03-20,TOYS,1,"King, Ms. Kathryn",CATALOG
3382,180405,GD4200,1998-04-04,GARDENING,1,"King, Ms. Kathryn",CATALOG
3383,190692,PT1100,1998-05-20,PETS,1,"King, Ms. Kathryn",CATALOG
3384,192996,TY3700,1998-05-30,TOYS,4,"King, Ms. Kathryn",CATALOG
3385,196525,PT3100,1998-06-14,PETS,1,"King, Ms. Kathryn",CATALOG
3386,101110,PT2400,2000-04-29,PETS,1,"King, Ms. Kathryn",CATALOG
3387,104532,SP2000,2000-05-24,SPORTS,1,"King, Ms. Kathryn",CATALOG
3388,110436,GD2400,2000-06-30,GARDENING,1,"King, Ms. Kathryn",CATALOG
3389,117238,SP1000,2000-08-08,SPORTS,1,"King, Ms. Kathryn",CATALOG
3390,133329,PT1400,2000-11-01,PETS,2,"King, Ms. Kathryn",CATALOG
3391,133329,PT3500,2000-11-01,PETS,1,"King, Ms. Kathryn",CATALOG
3392,133329,PT4300,2000-11-01,PETS,1,"King, Ms. Kathryn",CATALOG
3393,133329,PT4600,2000-11-01,PETS,1,"King, Ms. Kathryn",CATALOG
3394,133697,PT1300,2000-11-03,PETS,1,"King, Ms. Kathryn",CATALOG
3395,138823,SP2300,2000-11-30,SPORTS,1,"King, Ms. Kathryn",CATALOG
3396,153854,TY2300,2001-02-18,TOYS,1,"King, Ms. Kathryn",CATALOG
3397,101112,SP2400,1997-01-20,SPORTS,1,"Jones, Mr. Carl",CATALOG
3398,104683,PT4600,1997-02-15,PETS,1,"Jones, Mr. Carl",CATALOG
3399,108573,SP2400,1997-03-12,SPORTS,3,"Jones, Mr. Carl",CATALOG
3400,111574,SP2300,1997-03-30,SPORTS,1,"Jones, Mr. Carl",CATALOG
3401,123630,SP2000,1997-06-04,SPORTS,1,"Jones, Mr. Carl",CATALOG
3402,123630,SP3200,1997-06-04,SPORTS,3,"Jones, Mr. Carl",CATALOG
3403,134317,PT2100,1997-07-30,PETS,1,"Jones, Mr. Carl",CATALOG
3404,141354,PT1300,1997-09-05,PETS,2,"Jones, Mr. Carl",CATALOG
3405,156347,TY1300,1997-11-24,TOYS,1,"Jones, Mr. Carl",CATALOG
3406,200543,PT3100,1998-07-01,PETS,1,"Jones, Mr. Carl",CATALOG
3407,210121,SW2842,1998-08-11,SOFTWARE,1,"Jones, Mr. Carl",CATALOG
3408,221727,SW7823,1998-09-29,SOFTWARE,1,"Jones, Mr. Carl",CATALOG
3409,223655,PT3400,1998-10-07,PETS,3,"Jones, Mr. Carl",CATALOG
3410,232303,GD1010,1998-11-13,GARDENING,1,"Jones, Mr. Carl",CATALOG
3411,235538,PT3100,1998-11-27,PETS,3,"Jones, Mr. Carl",CATALOG
3412,240474,SW6269,1998-12-18,SOFTWARE,1,"Jones, Mr. Carl",CATALOG
3413,101112,SP2400,2000-04-29,SPORTS,1,"Jones, Mr. Carl",CATALOG
3414,104683,PT4600,2000-05-25,PETS,1,"Jones, Mr. Carl",CATALOG
3415,108573,SP2400,2000-06-19,SPORTS,3,"Jones, Mr. Carl",CATALOG
3416,111574,SP2300,2000-07-07,SPORTS,1,"Jones, Mr. Carl",CATALOG
3417,123630,SP2000,2000-09-11,SPORTS,1,"Jones, Mr. Carl",CATALOG
3418,123630,SP3200,2000-09-11,SPORTS,3,"Jones, Mr. Carl",CATALOG
3419,134317,PT2100,2000-11-06,PETS,1,"Jones, Mr. Carl",CATALOG
3420,141354,PT1300,2000-12-13,PETS,2,"Jones, Mr. Carl",CATALOG
3421,156347,TY1300,2001-03-03,TOYS,1,"Jones, Mr. Carl",CATALOG
3422,107817,SP1600,1997-03-07,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3423,121561,SP3000,1997-05-24,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3424,126293,GD1500,1997-06-18,GARDENING,4,"Jones, Mr. Dominick",CATALOG
3425,142086,CC1500,1997-09-09,COLLECTIBLES,1,"Jones, Mr. Dominick",CATALOG
3426,142086,CC3200,1997-09-09,COLLECTIBLES,1,"Jones, Mr. Dominick",CATALOG
3427,142086,CC4700,1997-09-09,COLLECTIBLES,2,"Jones, Mr. Dominick",CATALOG
3428,149222,PT1400,1997-10-17,PETS,1,"Jones, Mr. Dominick",CATALOG
3429,149748,SP1600,1997-10-20,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3430,172368,PT2000,1998-02-23,PETS,2,"Jones, Mr. Dominick",CATALOG
3431,172368,PT4200,1998-02-23,PETS,1,"Jones, Mr. Dominick",CATALOG
3432,190247,SP1300,1998-05-18,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3433,200548,SP1300,1998-07-01,SPORTS,3,"Jones, Mr. Dominick",CATALOG
3434,200548,SP2200,1998-07-01,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3435,200548,SP3100,1998-07-01,SPORTS,4,"Jones, Mr. Dominick",CATALOG
3436,227137,SP2300,1998-10-22,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3437,233242,PT4100,1998-11-17,PETS,1,"Jones, Mr. Dominick",CATALOG
3438,107817,SP1600,2000-06-14,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3439,121561,SP3000,2000-08-31,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3440,126293,GD1500,2000-09-25,GARDENING,4,"Jones, Mr. Dominick",CATALOG
3441,142086,CC1500,2000-12-17,COLLECTIBLES,1,"Jones, Mr. Dominick",CATALOG
3442,142086,CC3200,2000-12-17,COLLECTIBLES,1,"Jones, Mr. Dominick",CATALOG
3443,142086,CC4700,2000-12-17,COLLECTIBLES,2,"Jones, Mr. Dominick",CATALOG
3444,149222,PT1400,2001-01-24,PETS,1,"Jones, Mr. Dominick",CATALOG
3445,149748,SP1600,2001-01-27,SPORTS,1,"Jones, Mr. Dominick",CATALOG
3446,112399,GD2000,1997-04-04,GARDENING,1,"Jones, Ms. Cassandra",CATALOG
3447,112399,GD2400,1997-04-04,GARDENING,3,"Jones, Ms. Cassandra",CATALOG
3448,112399,GD3300,1997-04-04,GARDENING,1,"Jones, Ms. Cassandra",CATALOG
3449,124184,PT4100,1997-06-07,PETS,4,"Jones, Ms. Cassandra",CATALOG
3450,137163,PT1300,1997-08-14,PETS,4,"Jones, Ms. Cassandra",CATALOG
3451,138049,PT4600,1997-08-19,PETS,2,"Jones, Ms. Cassandra",CATALOG
3452,171844,PT2400,1998-02-20,PETS,1,"Jones, Ms. Cassandra",CATALOG
3453,207273,SP3100,1998-07-30,SPORTS,1,"Jones, Ms. Cassandra",CATALOG
3454,215752,PT1400,1998-09-04,PETS,1,"Jones, Ms. Cassandra",CATALOG
3455,112399,GD2000,2000-07-12,GARDENING,1,"Jones, Ms. Cassandra",CATALOG
3456,112399,GD2400,2000-07-12,GARDENING,3,"Jones, Ms. Cassandra",CATALOG
3457,112399,GD3300,2000-07-12,GARDENING,1,"Jones, Ms. Cassandra",CATALOG
3458,124184,PT4100,2000-09-14,PETS,4,"Jones, Ms. Cassandra",CATALOG
3459,137163,PT1300,2000-11-21,PETS,4,"Jones, Ms. Cassandra",CATALOG
3460,138049,PT4600,2000-11-26,PETS,2,"Jones, Ms. Cassandra",CATALOG
3461,171844,PT2400,2001-05-30,PETS,1,"Jones, Ms. Cassandra",CATALOG
3462,117426,PT1100,1997-05-02,PETS,1,"Best, Mr. George",CATALOG
3463,117426,PT1400,1997-05-02,PETS,1,"Best, Mr. George",CATALOG
3464,117426,PT4200,1997-05-02,PETS,1,"Best, Mr. George",CATALOG
3465,117426,PT4200,1997-05-02,PETS,2,"Best, Mr. George",CATALOG
3466,118180,GD1400,1997-05-06,GARDENING,3,"Best, Mr. George",CATALOG
3467,118180,GD1600,1997-05-06,GARDENING,1,"Best, Mr. George",CATALOG
3468,118180,GD3000,1997-05-06,GARDENING,1,"Best, Mr. George",CATALOG
3469,144605,SP3100,1997-09-22,SPORTS,1,"Best, Mr. George",CATALOG
3470,149749,SW1612,1997-10-20,SOFTWARE,3,"Best, Mr. George",CATALOG
3471,149749,SW3617,1997-10-20,SOFTWARE,1,"Best, Mr. George",CATALOG
3472,149749,SW4773,1997-10-20,SOFTWARE,2,"Best, Mr. George",CATALOG
3473,150130,TY5200,1997-10-22,TOYS,1,"Best, Mr. George",CATALOG
3474,152027,PT1200,1997-11-01,PETS,4,"Best, Mr. George",CATALOG
3475,171303,SP2400,1998-02-17,SPORTS,4,"Best, Mr. George",CATALOG
3476,186810,GD2300,1998-05-03,GARDENING,3,"Best, Mr. George",CATALOG
3477,187970,TY1750,1998-05-08,TOYS,1,"Best, Mr. George",CATALOG
3478,187970,TY1100,1998-05-08,TOYS,1,"Best, Mr. George",CATALOG
3479,187970,TY4800,1998-05-08,TOYS,4,"Best, Mr. George",CATALOG
3480,187970,TY5300,1998-05-08,TOYS,1,"Best, Mr. George",CATALOG
3481,192539,GD1200,1998-05-28,GARDENING,1,"Best, Mr. George",CATALOG
3482,192539,GD1300,1998-05-28,GARDENING,4,"Best, Mr. George",CATALOG
3483,192539,GD2200,1998-05-28,GARDENING,3,"Best, Mr. George",CATALOG
3484,193460,TY1750,1998-06-01,TOYS,1,"Best, Mr. George",CATALOG
3485,193460,TY1950,1998-06-01,TOYS,3,"Best, Mr. George",CATALOG
3486,193460,TY4500,1998-06-01,TOYS,1,"Best, Mr. George",CATALOG
3487,193460,TY4600,1998-06-01,TOYS,1,"Best, Mr. George",CATALOG
3488,204682,SP2300,1998-07-19,SPORTS,3,"Best, Mr. George",CATALOG
3489,204682,SP3100,1998-07-19,SPORTS,1,"Best, Mr. George",CATALOG
3490,225492,SP1000,1998-10-15,SPORTS,4,"Best, Mr. George",CATALOG
3491,226707,PT2100,1998-10-20,PETS,3,"Best, Mr. George",CATALOG
3492,233731,CC4400,1998-11-19,COLLECTIBLES,1,"Best, Mr. George",CATALOG
3493,117426,PT1100,2000-08-09,PETS,1,"Best, Mr. George",CATALOG
3494,117426,PT1400,2000-08-09,PETS,1,"Best, Mr. George",CATALOG
3495,117426,PT4200,2000-08-09,PETS,1,"Best, Mr. George",CATALOG
3496,117426,PT4200,2000-08-09,PETS,2,"Best, Mr. George",CATALOG
3497,118180,GD1400,2000-08-13,GARDENING,3,"Best, Mr. George",CATALOG
3498,118180,GD1600,2000-08-13,GARDENING,1,"Best, Mr. George",CATALOG
3499,118180,GD3000,2000-08-13,GARDENING,1,"Best, Mr. George",CATALOG
3500,144605,SP3100,2000-12-30,SPORTS,1,"Best, Mr. George",CATALOG
3501,149749,SW1612,2001-01-27,SOFTWARE,3,"Best, Mr. George",CATALOG
3502,149749,SW3617,2001-01-27,SOFTWARE,1,"Best, Mr. George",CATALOG
3503,149749,SW4773,2001-01-27,SOFTWARE,2,"Best, Mr. George",CATALOG
3504,150130,TY5200,2001-01-29,TOYS,1,"Best, Mr. George",CATALOG
3505,152027,PT1200,2001-02-08,PETS,4,"Best, Mr. George",CATALOG
3506,171303,SP2400,2001-05-27,SPORTS,4,"Best, Mr. George",CATALOG
3507,106577,SP3100,1997-02-27,SPORTS,1,"Mueller, Mr. Earl",CATALOG
3508,110759,PT1000,1997-03-25,PETS,2,"Mueller, Mr. Earl",CATALOG
3509,113684,PT2000,1997-04-11,PETS,1,"Mueller, Mr. Earl",CATALOG
3510,113684,PT3200,1997-04-11,PETS,1,"Mueller, Mr. Earl",CATALOG
3511,113684,PT3300,1997-04-11,PETS,2,"Mueller, Mr. Earl",CATALOG
3512,113684,PT3500,1997-04-11,PETS,1,"Mueller, Mr. Earl",CATALOG
3513,153142,PT2200,1997-11-07,PETS,1,"Mueller, Mr. Earl",CATALOG
3514,165282,SW2782,1998-01-13,SOFTWARE,1,"Mueller, Mr. Earl",CATALOG
3515,165281,TY1700,1998-01-13,TOYS,1,"Mueller, Mr. Earl",CATALOG
3516,167907,SP2300,1998-01-29,SPORTS,1,"Mueller, Mr. Earl",CATALOG
3517,184415,GD4300,1998-04-22,GARDENING,3,"Mueller, Mr. Earl",CATALOG
3518,210342,PT4300,1998-08-12,PETS,4,"Mueller, Mr. Earl",CATALOG
3519,223206,CC3600,1998-10-05,COLLECTIBLES,3,"Mueller, Mr. Earl",CATALOG
3520,224592,PT3500,1998-10-11,PETS,1,"Mueller, Mr. Earl",CATALOG
3521,106577,SP3100,2000-06-06,SPORTS,1,"Mueller, Mr. Earl",CATALOG
3522,110759,PT1000,2000-07-02,PETS,2,"Mueller, Mr. Earl",CATALOG
3523,113684,PT2000,2000-07-19,PETS,1,"Mueller, Mr. Earl",CATALOG
3524,113684,PT3200,2000-07-19,PETS,1,"Mueller, Mr. Earl",CATALOG
3525,113684,PT3300,2000-07-19,PETS,2,"Mueller, Mr. Earl",CATALOG
3526,113684,PT3500,2000-07-19,PETS,1,"Mueller, Mr. Earl",CATALOG
3527,153142,PT2200,2001-02-14,PETS,1,"Mueller, Mr. Earl",CATALOG
3528,165282,SW2782,2001-04-22,SOFTWARE,1,"Mueller, Mr. Earl",CATALOG
3529,165281,TY1700,2001-04-22,TOYS,1,"Mueller, Mr. Earl",CATALOG
3530,167907,SP2300,2001-05-08,SPORTS,1,"Mueller, Mr. Earl",CATALOG
3531,120263,SP3200,1997-05-17,SPORTS,4,"Lee, Mr. Robert",CATALOG
3532,127158,GD3400,1997-06-23,GARDENING,3,"Lee, Mr. Robert",CATALOG
3533,136395,GD1600,1997-08-10,GARDENING,1,"Lee, Mr. Robert",CATALOG
3534,136395,GD3200,1997-08-10,GARDENING,1,"Lee, Mr. Robert",CATALOG
3535,136395,GD4200,1997-08-10,GARDENING,3,"Lee, Mr. Robert",CATALOG
3536,137344,PT4300,1997-08-15,PETS,1,"Lee, Mr. Robert",CATALOG
3537,150132,SP2400,1997-10-22,SPORTS,2,"Lee, Mr. Robert",CATALOG
3538,158847,PT4100,1997-12-07,PETS,2,"Lee, Mr. Robert",CATALOG
3539,170757,SP1000,1998-02-14,SPORTS,3,"Lee, Mr. Robert",CATALOG
3540,178924,PT1200,1998-03-28,PETS,1,"Lee, Mr. Robert",CATALOG
3541,210125,PT4300,1998-08-11,PETS,1,"Lee, Mr. Robert",CATALOG
3542,229048,TY4800,1998-10-30,TOYS,3,"Lee, Mr. Robert",CATALOG
3543,241844,PT1300,1998-12-24,PETS,2,"Lee, Mr. Robert",CATALOG
3544,120263,SP3200,2000-08-24,SPORTS,4,"Lee, Mr. Robert",CATALOG
3545,127158,GD3400,2000-09-30,GARDENING,3,"Lee, Mr. Robert",CATALOG
3546,136395,GD1600,2000-11-17,GARDENING,1,"Lee, Mr. Robert",CATALOG
3547,136395,GD3200,2000-11-17,GARDENING,1,"Lee, Mr. Robert",CATALOG
3548,136395,GD4200,2000-11-17,GARDENING,3,"Lee, Mr. Robert",CATALOG
3549,137344,PT4300,2000-11-22,PETS,1,"Lee, Mr. Robert",CATALOG
3550,150132,SP2400,2001-01-29,SPORTS,2,"Lee, Mr. Robert",CATALOG
3551,158847,PT4100,2001-03-16,PETS,2,"Lee, Mr. Robert",CATALOG
3552,170757,SP1000,2001-05-24,SPORTS,3,"Lee, Mr. Robert",CATALOG
3553,104129,SP2000,1997-02-11,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3554,120267,PT1100,1997-05-17,PETS,1,"Lisson, Mr. Anthony",CATALOG
3555,121393,PT4300,1997-05-23,PETS,2,"Lisson, Mr. Anthony",CATALOG
3556,154053,PT3200,1997-11-12,PETS,1,"Lisson, Mr. Anthony",CATALOG
3557,184641,PT4500,1998-04-23,PETS,1,"Lisson, Mr. Anthony",CATALOG
3558,184642,SP2200,1998-04-23,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3559,185278,PT4600,1998-04-26,PETS,1,"Lisson, Mr. Anthony",CATALOG
3560,196054,SW4550,1998-06-12,SOFTWARE,1,"Lisson, Mr. Anthony",CATALOG
3561,196054,SW9023,1998-06-12,SOFTWARE,1,"Lisson, Mr. Anthony",CATALOG
3562,196054,SW9521,1998-06-12,SOFTWARE,1,"Lisson, Mr. Anthony",CATALOG
3563,198649,GD1400,1998-06-23,GARDENING,1,"Lisson, Mr. Anthony",CATALOG
3564,198649,GD3100,1998-06-23,GARDENING,1,"Lisson, Mr. Anthony",CATALOG
3565,198649,GD3200,1998-06-23,GARDENING,1,"Lisson, Mr. Anthony",CATALOG
3566,206314,SP2400,1998-07-26,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3567,206314,SP2600,1998-07-26,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3568,206314,SP3200,1998-07-26,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3569,220078,PT1000,1998-09-22,PETS,1,"Lisson, Mr. Anthony",CATALOG
3570,223444,SP3400,1998-10-06,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3571,224131,SP1500,1998-10-09,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3572,231848,TY4600,1998-11-11,TOYS,3,"Lisson, Mr. Anthony",CATALOG
3573,104129,SP2000,2000-05-21,SPORTS,1,"Lisson, Mr. Anthony",CATALOG
3574,120267,PT1100,2000-08-24,PETS,1,"Lisson, Mr. Anthony",CATALOG
3575,121393,PT4300,2000-08-30,PETS,2,"Lisson, Mr. Anthony",CATALOG
3576,154053,PT3200,2001-02-19,PETS,1,"Lisson, Mr. Anthony",CATALOG
3577,101514,SW3625,1997-01-23,SOFTWARE,3,"Jones, Ms. Ellen",CATALOG
3578,112242,SP3200,1997-04-03,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3579,116156,CC3600,1997-04-25,COLLECTIBLES,1,"Jones, Ms. Ellen",CATALOG
3580,116156,CC3700,1997-04-25,COLLECTIBLES,1,"Jones, Ms. Ellen",CATALOG
3581,116156,CC4400,1997-04-25,COLLECTIBLES,1,"Jones, Ms. Ellen",CATALOG
3582,128767,TY4600,1997-07-01,TOYS,1,"Jones, Ms. Ellen",CATALOG
3583,129168,SP1000,1997-07-03,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3584,159202,PT3300,1997-12-09,PETS,1,"Jones, Ms. Ellen",CATALOG
3585,165929,GD3100,1998-01-17,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3586,166587,PT4500,1998-01-21,PETS,1,"Jones, Ms. Ellen",CATALOG
3587,168576,GD3000,1998-02-02,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3588,168576,GD3200,1998-02-02,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3589,168576,GD4200,1998-02-02,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3590,170562,SP3200,1998-02-13,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3591,202872,SP2400,1998-07-11,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3592,206807,SP2200,1998-07-28,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3593,219616,SP1600,1998-09-20,SPORTS,4,"Jones, Ms. Ellen",CATALOG
3594,219616,SP3000,1998-09-20,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3595,219616,SP3300,1998-09-20,SPORTS,4,"Jones, Ms. Ellen",CATALOG
3596,219616,SP3400,1998-09-20,SPORTS,4,"Jones, Ms. Ellen",CATALOG
3597,228082,PT2300,1998-10-26,PETS,1,"Jones, Ms. Ellen",CATALOG
3598,101514,SW3625,2000-05-02,SOFTWARE,3,"Jones, Ms. Ellen",CATALOG
3599,112242,SP3200,2000-07-11,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3600,116156,CC3600,2000-08-02,COLLECTIBLES,1,"Jones, Ms. Ellen",CATALOG
3601,116156,CC3700,2000-08-02,COLLECTIBLES,1,"Jones, Ms. Ellen",CATALOG
3602,116156,CC4400,2000-08-02,COLLECTIBLES,1,"Jones, Ms. Ellen",CATALOG
3603,128767,TY4600,2000-10-08,TOYS,1,"Jones, Ms. Ellen",CATALOG
3604,129168,SP1000,2000-10-10,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3605,159202,PT3300,2001-03-18,PETS,1,"Jones, Ms. Ellen",CATALOG
3606,165929,GD3100,2001-04-26,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3607,166587,PT4500,2001-04-30,PETS,1,"Jones, Ms. Ellen",CATALOG
3608,168576,GD3000,2001-05-12,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3609,168576,GD3200,2001-05-12,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3610,168576,GD4200,2001-05-12,GARDENING,1,"Jones, Ms. Ellen",CATALOG
3611,170562,SP3200,2001-05-23,SPORTS,1,"Jones, Ms. Ellen",CATALOG
3612,112082,GD1500,1997-04-02,GARDENING,1,"Dexter, Mr. Pete",CATALOG
3613,114536,SP1300,1997-04-16,SPORTS,1,"Dexter, Mr. Pete",CATALOG
3614,137173,TY4500,1997-08-14,TOYS,1,"Dexter, Mr. Pete",CATALOG
3615,157887,TY1650,1997-12-02,TOYS,1,"Dexter, Mr. Pete",CATALOG
3616,162112,SW9521,1997-12-24,SOFTWARE,4,"Dexter, Mr. Pete",CATALOG
3617,175460,TY3300,1998-03-11,TOYS,1,"Dexter, Mr. Pete",CATALOG
3618,175460,TY3700,1998-03-11,TOYS,1,"Dexter, Mr. Pete",CATALOG
3619,175460,TY4400,1998-03-11,TOYS,1,"Dexter, Mr. Pete",CATALOG
3620,186819,PT2000,1998-05-03,PETS,1,"Dexter, Mr. Pete",CATALOG
3621,192319,TY1100,1998-05-27,TOYS,1,"Dexter, Mr. Pete",CATALOG
3622,192319,TY1200,1998-05-27,TOYS,1,"Dexter, Mr. Pete",CATALOG
3623,192319,TY4400,1998-05-27,TOYS,2,"Dexter, Mr. Pete",CATALOG
3624,194855,SP3200,1998-06-07,SPORTS,1,"Dexter, Mr. Pete",CATALOG
3625,202389,TY1500,1998-07-09,TOYS,1,"Dexter, Mr. Pete",CATALOG
3626,218179,TY4600,1998-09-14,TOYS,4,"Dexter, Mr. Pete",CATALOG
3627,220544,PT2000,1998-09-24,PETS,1,"Dexter, Mr. Pete",CATALOG
3628,220544,PT2100,1998-09-24,PETS,1,"Dexter, Mr. Pete",CATALOG
3629,220544,PT4200,1998-09-24,PETS,1,"Dexter, Mr. Pete",CATALOG
3630,220544,PT4500,1998-09-24,PETS,4,"Dexter, Mr. Pete",CATALOG
3631,112082,GD1500,2000-07-10,GARDENING,1,"Dexter, Mr. Pete",CATALOG
3632,114536,SP1300,2000-07-24,SPORTS,1,"Dexter, Mr. Pete",CATALOG
3633,137173,TY4500,2000-11-21,TOYS,1,"Dexter, Mr. Pete",CATALOG
3634,157887,TY1650,2001-03-11,TOYS,1,"Dexter, Mr. Pete",CATALOG
3635,162112,SW9521,2001-04-02,SOFTWARE,4,"Dexter, Mr. Pete",CATALOG
3636,98957,SP3400,1997-01-03,SPORTS,1,"Jones, Mr. James",CATALOG
3637,136795,CC4100,1997-08-12,COLLECTIBLES,1,"Jones, Mr. James",CATALOG
3638,136795,CC4200,1997-08-12,COLLECTIBLES,1,"Jones, Mr. James",CATALOG
3639,136795,CC4600,1997-08-12,COLLECTIBLES,3,"Jones, Mr. James",CATALOG
3640,159616,GD3200,1997-12-11,GARDENING,3,"Jones, Mr. James",CATALOG
3641,197511,SP1300,1998-06-18,SPORTS,1,"Jones, Mr. James",CATALOG
3642,216491,TY1950,1998-09-07,TOYS,2,"Jones, Mr. James",CATALOG
3643,218396,SW4323,1998-09-15,SOFTWARE,1,"Jones, Mr. James",CATALOG
3644,241847,TY1500,1998-12-24,TOYS,1,"Jones, Mr. James",CATALOG
3645,98957,SP3400,2000-04-12,SPORTS,1,"Jones, Mr. James",CATALOG
3646,136795,CC4100,2000-11-19,COLLECTIBLES,1,"Jones, Mr. James",CATALOG
3647,136795,CC4200,2000-11-19,COLLECTIBLES,1,"Jones, Mr. James",CATALOG
3648,136795,CC4600,2000-11-19,COLLECTIBLES,3,"Jones, Mr. James",CATALOG
3649,159616,GD3200,2001-03-20,GARDENING,3,"Jones, Mr. James",CATALOG
3650,122130,SP2000,1997-05-27,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3651,143266,SP2600,1997-09-15,SPORTS,3,"Claxton, Ms. Ella",CATALOG
3652,144615,SP1400,1997-09-22,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3653,144615,SP2600,1997-09-22,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3654,144615,SP2700,1997-09-22,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3655,158087,PT4400,1997-12-03,PETS,1,"Claxton, Ms. Ella",CATALOG
3656,161926,TY1200,1997-12-23,TOYS,1,"Claxton, Ms. Ella",CATALOG
3657,164243,PT1200,1998-01-06,PETS,1,"Claxton, Ms. Ella",CATALOG
3658,185717,GD2400,1998-04-28,GARDENING,1,"Claxton, Ms. Ella",CATALOG
3659,186821,GD1200,1998-05-03,GARDENING,1,"Claxton, Ms. Ella",CATALOG
3660,188645,CC3600,1998-05-11,COLLECTIBLES,1,"Claxton, Ms. Ella",CATALOG
3661,190958,PT2100,1998-05-21,PETS,1,"Claxton, Ms. Ella",CATALOG
3662,208181,SP1100,1998-08-03,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3663,208181,SP2300,1998-08-03,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3664,208181,SP3200,1998-08-03,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3665,217460,SP3300,1998-09-11,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3666,220325,PT3300,1998-09-23,PETS,1,"Claxton, Ms. Ella",CATALOG
3667,240944,TY1500,1998-12-20,TOYS,1,"Claxton, Ms. Ella",CATALOG
3668,122130,SP2000,2000-09-03,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3669,143266,SP2600,2000-12-23,SPORTS,3,"Claxton, Ms. Ella",CATALOG
3670,144615,SP1400,2000-12-30,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3671,144615,SP2600,2000-12-30,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3672,144615,SP2700,2000-12-30,SPORTS,1,"Claxton, Ms. Ella",CATALOG
3673,158087,PT4400,2001-03-12,PETS,1,"Claxton, Ms. Ella",CATALOG
3674,161926,TY1200,2001-04-01,TOYS,1,"Claxton, Ms. Ella",CATALOG
3675,164243,PT1200,2001-04-15,PETS,1,"Claxton, Ms. Ella",CATALOG
3676,103548,SP1300,1997-02-07,SPORTS,1,"Moore, Ms. Karla",CATALOG
3677,119350,SP2700,1997-05-12,SPORTS,4,"Moore, Ms. Karla",CATALOG
